id,year,month,day,hour,minute,second,locationName,latitude,longitude,eqDepth,eqMagnitude,damageAmountOrder,eqMagMb,publish,damageAmountOrderTotal,housesDamagedTotal,housesDamagedAmountOrderTotal,country,regionCode,injuries,injuriesAmountOrder,housesDestroyed,housesDestroyedAmountOrder,housesDamaged,housesDamagedAmountOrder,eqMagMw,eqMagMs,injuriesTotal,injuriesAmountOrderTotal,housesDestroyedTotal,housesDestroyedAmountOrderTotal,deaths,deathsAmountOrder,damageMillionsDollars,eqMagMl,deathsTotal,deathsAmountOrderTotal,damageMillionsDollarsTotal,tsunamiEventId,intensity,volcanoEventId,area,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,time
5717,2003,8,18,9,3,3.5,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,33.0,5.5,1.0,5.6,True,1.0,,,CHINA,40,,,,,,,5.5,5.3,,,,,,,,,,,,,,,,,,,,2003-08-18 00:00:00+00:00
5719,2003,8,21,12,12,49.7,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,28.0,7.2,1.0,6.6,True,1.0,,,NEW ZEALAND,170,,1.0,,,,,7.2,7.5,,1.0,,,,,,7.1,,,,2953.0,,,,,,,,2003-08-21 00:00:00+00:00
5720,2003,9,14,21,42,51.8,"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,10.0,5.3,1.0,5.1,True,1.0,10.0,1.0,ITALY,130,,2.0,,,10.0,1.0,5.3,5.2,,2.0,,,,,,,,,,,7.0,,,,,,,2003-09-14 00:00:00+00:00
5721,2003,9,20,3,54,50.7,JAPAN:  HONSHU:  TOKYO,34.998,140.172,52.0,5.7,1.0,5.4,True,1.0,,2.0,JAPAN,30,7.0,1.0,,,,2.0,5.7,,7.0,1.0,,,,,,,,,,,,,,,,,,2003-09-20 00:00:00+00:00
5722,2003,9,21,18,16,13.4,MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,10.0,6.6,1.0,6.1,True,1.0,180.0,3.0,MYANMAR (BURMA),60,43.0,1.0,,,180.0,3.0,6.6,6.9,43.0,1.0,,,7.0,1.0,,,7.0,1.0,,,,,,,,,,2003-09-21 00:00:00+00:00
5723,2003,9,22,4,45,36.2,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,10.0,6.4,3.0,6.2,True,3.0,,,DOMINICAN REPUBLIC,90,15.0,1.0,,3.0,,,6.4,6.6,15.0,1.0,,3.0,3.0,1.0,,,3.0,1.0,,,10.0,,,,,,,2003-09-22 00:00:00+00:00
5724,2003,9,25,19,50,6.3,JAPAN:  HOKKAIDO,41.815,143.91,27.0,8.3,4.0,6.9,True,4.0,,,JAPAN,30,849.0,3.0,,,,,8.3,8.1,849.0,3.0,,,,,90.0,,2.0,1.0,90.0,2406.0,,,,,,,,2003-09-25 00:00:00+00:00
5725,2003,9,27,11,33,25.0,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,16.0,7.3,3.0,6.5,True,3.0,,,RUSSIA,40,5.0,1.0,300.0,3.0,,,7.3,7.5,5.0,1.0,300.0,3.0,3.0,1.0,10.6,,3.0,1.0,10.6,,10.0,,,,,,,2003-09-27 00:00:00+00:00
5726,2003,9,29,15,27,1.0,RUSSIA:  KOSH-AGACH,50.0,87.89,10.0,4.4,1.0,5.1,True,1.0,,,RUSSIA,40,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,2003-09-29 00:00:00+00:00
5727,2003,9,29,18,22,32.0,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,32.0,4.8,1.0,4.8,True,1.0,,,NEW ZEALAND,170,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,2003-09-29 00:00:00+00:00
5728,2003,10,1,1,3,25.2,"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,10.0,6.7,1.0,6.3,True,1.0,,1.0,RUSSIA,40,,,,,,1.0,6.7,7.1,,,,,,,,,,,,,,,,,,,,2003-10-01 00:00:00+00:00
5729,2003,10,15,7,30,35.9,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,78.0,5.2,1.0,5.0,True,1.0,,,JAPAN,30,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,2003-10-15 00:00:00+00:00
5730,2003,10,16,3,20,55.3,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,10.0,4.5,1.0,4.8,True,1.0,,1.0,DOMINICAN REPUBLIC,90,,,,,,1.0,,4.5,,,,,,,,,,,,,,,,,,,,2003-10-16 00:00:00+00:00
5731,2003,10,16,12,28,9.0,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,33.0,5.6,3.0,5.2,True,3.0,,,CHINA,30,32.0,1.0,12000.0,4.0,12000.0,4.0,5.6,5.6,32.0,1.0,12000.0,4.0,3.0,1.0,,,3.0,1.0,,,,,,,,,,2003-10-16 00:00:00+00:00
5732,2003,10,25,12,41,35.2,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,10.0,5.8,4.0,5.8,True,4.0,,,CHINA,30,43.0,1.0,10000.0,4.0,,,5.8,5.7,43.0,1.0,10000.0,4.0,9.0,1.0,40.0,,9.0,1.0,40.0,,,,,,,,,2003-10-25 00:00:00+00:00
5733,2003,11,13,2,35,10.3,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,10.0,5.1,1.0,5.1,True,1.0,,,CHINA,30,30.0,1.0,10.0,1.0,,,5.1,5.1,30.0,1.0,10.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,2003-11-13 00:00:00+00:00
5734,2003,11,14,18,49,46.5,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,33.0,5.6,2.0,5.0,True,2.0,,,CHINA,30,65.0,1.0,600.0,3.0,600.0,3.0,5.6,,65.0,1.0,600.0,3.0,4.0,1.0,,,4.0,1.0,,,,,,,,,,2003-11-14 00:00:00+00:00
5735,2003,11,17,6,43,6.8,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,33.0,7.8,,6.2,True,,,,USA,150,,,,,,,7.8,7.2,,,,,,,,,,,,2429.0,,,AK,,,,,2003-11-17 00:00:00+00:00
5736,2003,11,18,17,14,22.6,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,35.0,6.5,2.0,6.1,True,2.0,,3.0,PHILIPPINES,170,21.0,1.0,1.0,1.0,,3.0,6.5,6.5,21.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,7.0,,,,,,,2003-11-18 00:00:00+00:00
5737,2003,11,26,13,38,57.8,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,33.0,4.7,4.0,4.7,True,4.0,,,CHINA,30,4.0,1.0,2000.0,4.0,2000.0,4.0,,,4.0,1.0,2000.0,4.0,,,,,,,,,,,,,,,,2003-11-26 00:00:00+00:00
5738,2003,12,1,1,38,31.9,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,10.0,6.0,3.0,6.0,True,3.0,,,CHINA,40,47.0,1.0,769.0,3.0,,,6.0,5.9,47.0,1.0,769.0,3.0,11.0,1.0,,,11.0,1.0,,,,,,,,,,2003-12-01 00:00:00+00:00
5745,2003,12,5,23,41,27.4,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,33.0,4.9,1.0,5.4,True,1.0,,1.0,INDONESIA,60,,,,,,1.0,,4.9,,,,,,,,,,,,,,,,,,,,2003-12-05 00:00:00+00:00
5746,2003,12,10,4,38,11.5,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,10.0,6.8,1.0,6.0,True,1.0,,,TAIWAN,30,1.0,1.0,,,,,6.8,6.7,1.0,1.0,,,,,,,,,,,,,,,,,,2003-12-10 00:00:00+00:00
5747,2003,12,11,16,28,17.3,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,33.0,5.0,1.0,5.0,True,1.0,,,IRAN,140,5.0,1.0,2.0,1.0,2.0,1.0,,,5.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,2003-12-11 00:00:00+00:00
5748,2003,12,17,23,15,17.2,BULGARIA: POVADIYA,43.083,27.486,34.0,4.4,2.0,4.4,True,2.0,150.0,3.0,BULGARIA,110,,,10.0,1.0,10.0,1.0,,,,,10.0,1.0,,,,,,,,,,,,,,,,2003-12-17 00:00:00+00:00
5749,2003,12,22,19,15,56.0,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8.0,6.6,4.0,6.1,True,4.0,,,USA,150,47.0,1.0,40.0,1.0,,,6.6,6.4,47.0,1.0,40.0,1.0,2.0,1.0,263.0,,2.0,1.0,263.0,,8.0,,CA,,,,,2003-12-22 00:00:00+00:00
5750,2003,12,25,7,11,11.5,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,33.0,6.5,2.0,6.0,True,2.0,,3.0,PANAMA,100,75.0,2.0,,,,3.0,6.5,6.4,75.0,2.0,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,2003-12-25 00:00:00+00:00
5751,2003,12,26,1,56,52.4,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,10.0,6.6,4.0,6.0,True,4.0,,,IRAN,140,30000.0,4.0,,4.0,,4.0,6.6,6.8,30000.0,4.0,,4.0,31000.0,4.0,500.0,,31000.0,4.0,500.0,,9.0,,,,,,,2003-12-26 00:00:00+00:00
5752,2004,1,1,20,59,31.9,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,45.0,5.8,3.0,5.5,True,3.0,,,INDONESIA,60,29.0,1.0,6000.0,4.0,,,5.8,5.4,29.0,1.0,6000.0,4.0,1.0,1.0,12.0,,1.0,1.0,12.0,,6.0,,,,,,,2004-01-01 00:00:00+00:00
5753,2004,1,1,23,31,50.0,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,29.0,6.1,1.0,5.6,True,1.0,,,MEXICO,150,,,,,,,6.1,5.7,,,,,,,,,,,,,,,,,,,,2004-01-01 00:00:00+00:00
5754,2004,1,10,7,43,18.0,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,5.0,2.2,1.0,,True,1.0,,,SLOVAKIA,110,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,2004-01-10 00:00:00+00:00
5755,2004,1,10,18,38,14.8,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,10.0,4.4,1.0,4.5,True,1.0,,,ALGERIA,15,300.0,3.0,,,,,,4.4,300.0,3.0,,,,,,4.6,,,,,,,,,,,,2004-01-10 00:00:00+00:00
5756,2004,1,14,16,58,48.1,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,12.0,5.2,1.0,5.4,True,1.0,,,IRAN,140,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,2004-01-14 00:00:00+00:00
5757,2004,2,4,11,59,47.6,PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,29.0,6.1,1.0,5.6,True,1.0,,,PANAMA,100,4.0,1.0,,,,,6.1,5.9,4.0,1.0,,,,,,,,,,,,,,,,,,2004-02-04 00:00:00+00:00
5758,2004,2,5,21,5,2.8,INDONESIA:  NABIRE,-3.615,135.538,17.0,7.0,2.0,6.1,True,2.0,,,INDONESIA,170,682.0,3.0,2678.0,4.0,,,7.0,7.1,682.0,3.0,2678.0,4.0,37.0,1.0,1.0,,37.0,1.0,1.0,,,,,,,,,2004-02-05 00:00:00+00:00
5759,2004,2,7,2,42,35.2,INDONESIA:  NABIRE,-4.003,135.023,10.0,7.3,1.0,6.2,True,1.0,,,INDONESIA,170,,,,,,,7.3,7.5,,,,,,,,,,,,,,,,,,,,2004-02-07 00:00:00+00:00
5760,2004,2,11,8,15,3.8,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,27.0,5.3,2.0,5.1,True,2.0,,2.0,JORDAN,140,4.0,1.0,,,,2.0,5.3,4.8,4.0,1.0,,,,,,,,,,4562.0,,,,,,,,2004-02-11 00:00:00+00:00
5761,2004,2,14,10,30,22.1,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,11.0,5.4,3.0,5.4,True,3.0,5379.0,4.0,PAKISTAN,60,40.0,1.0,1420.0,4.0,1420.0,4.0,5.4,5.2,40.0,1.0,1420.0,4.0,24.0,1.0,,,24.0,1.0,,,,,,,,,,2004-02-14 00:00:00+00:00
5762,2004,2,16,14,44,39.9,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,56.0,5.1,1.0,5.2,True,,100.0,2.0,INDONESIA,60,7.0,1.0,,,,,5.1,4.5,7.0,1.0,,,5.0,1.0,,,5.0,1.0,,,,,,,,,,2004-02-16 00:00:00+00:00
5763,2004,2,22,6,46,27.0,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,42.0,6.0,1.0,6.3,True,1.0,,3.0,INDONESIA,60,1.0,1.0,,,,,6.0,5.7,1.0,1.0,,,,,,,,,,,,,,,,,,2004-02-22 00:00:00+00:00
5764,2004,2,24,2,14,34.0,BURUNDI:  RUYAGA,-3.393,29.558,10.0,4.7,1.0,4.7,True,1.0,,,BURUNDI,10,,,24.0,1.0,,,,,,,24.0,1.0,3.0,1.0,,,3.0,1.0,,,,,,,,,,2004-02-24 00:00:00+00:00
5765,2004,2,24,2,27,46.2,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,0.0,6.4,4.0,6.2,True,4.0,,,MOROCCO,15,926.0,3.0,2539.0,4.0,,,6.4,6.4,926.0,3.0,2539.0,4.0,628.0,3.0,400.0,,628.0,3.0,400.0,,9.0,,,,,,,2004-02-24 00:00:00+00:00
5766,2004,3,1,0,35,58.0,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,9.0,5.2,1.0,5.4,True,1.0,,1.0,GREECE,130,,,,,,1.0,5.2,4.8,,,,,,,,5.1,,,,,,,,,,,,2004-03-01 00:00:00+00:00
5767,2004,3,25,19,30,49.0,TURKEY:  ERZURUM,39.93,40.812,,5.6,1.0,5.0,True,1.0,,,TURKEY,140,46.0,1.0,45.0,1.0,45.0,1.0,5.6,5.4,46.0,1.0,45.0,1.0,10.0,1.0,,,10.0,1.0,,,,,,,,,,2004-03-25 00:00:00+00:00
5768,2004,3,24,1,53,49.4,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,19.0,5.4,4.0,5.6,True,4.0,,,CHINA,30,100.0,2.0,38000.0,4.0,,,5.4,5.2,100.0,2.0,38000.0,4.0,,,74.0,,,,74.0,,,,,,,,,2004-03-24 00:00:00+00:00
